X1,EDAT,SEXE,ANTIGUETAT,ESCOLA,DEPARTAMENT,TIPUS,ALTRAUNI,REDUCCIO,DOCTOR,ANYTESI,RAOTESI,ACREDITACIO,ANYACREDITACIO,FENTTESI,RAOFENTTESI,DISPOSATTESI,CARRERA,ASSOCIAT,FALSASSOCIAT,EXPECTATIVES,GESTIO,RENOVACIO,X2,BONTRACTE,X3,FORMACIO,SATISFET,ASSEMBLEES,MOBILITZACIONS
"44130,34113",De 35 a 44 anys,Home,1 - Menys de 2 anys,EPSEVG,749/MAT,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,2 - Si,1 - No contesto,1 - No contesto,2 - Depèn,0 - No contesto,1 - No,,4,,4,4,0 - No,2 - Si
"44130,34264",De 25 a 34 anys,Home,2 - Entre 2 i 5 anys,EETAC,748/FIS,Tipus T3,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,2 - Si,2 - Si,0 - No,2 - Depèn,1 - Grau,1 - No,,3,,4,4,1 - No contesto,2 - Si
"44130,34352",De 25 a 34 anys,Home,2 - Entre 2 i 5 anys,EETAC,748/FIS,Tipus T3,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,2 - Si,2 - Si,0 - No,2 - Depèn,1 - Grau,1 - No,,3,,4,4,1 - No contesto,2 - Si
"44130,34379",De 45 a 54 anys,Dona,2 - Entre 2 i 5 anys,"FIB, EPSEVG",756/THATC,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,0 - No,1 - No contesto,2 - Si,0 - No,0 - No,0 - No contesto,1 - No,,4,,3,3,1 - No contesto,1 - No contesto
"44130,34385",De 45 a 54 anys,Home,2 - Entre 2 i 5 anys,ETSECCPB,751/DECA,No ho sé,0,1 - No,2 - Si,2002,1- Realització personal,"Lector/a, Agregat/da",2008,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,0 - No,2 - Si,2 - Depèn,1 - Grau,1 - No,,3,,2,1,2 - Si,1 - No contesto
"44130,3441",De 45 a 54 anys,Home,2 - Entre 2 i 5 anys,FIB,410/ICE,No ho sé,1,2 - Si,2 - Si,2018,2 - Carrera profesional,Cap,0 - No contesto,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,2 - Si,0 - No,3 - Si,0 - No contesto,1 - No,,3,,4,2,0 - No,1 - No contesto
"44130,34427",De 55 a 60 anys,Home,3 - Entre 6 i 10 anys,EPSEM,750/EMIT,Tipus T1,1,1 - No,2 - Si,2015,1- Realització personal,Cap,0 - No contesto,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,0 - No,2 - Si,3 - Si,1 - Grau,2 - Si,,4,,3,3,2 - Si,1 - No contesto
"44130,34454",De 35 a 44 anys,Home,1 - Menys de 2 anys,FIB,410/ICE,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,2 - Si,2 - Si,0 - No,2 - Depèn,0 - No contesto,2 - Si,,4,,4,3,2 - Si,2 - Si
"44130,34549",De 35 a 44 anys,Dona,2 - Entre 2 i 5 anys,ETSECCPB,0 - No contesto,No ho sé,0,1 - No,2 - Si,2013,4 - Vull fer carrera acadèmica,Cap,0 - No contesto,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,0 - No,2 - Si,2 - Depèn,0 - No contesto,1 - No,,3,,3,3,0 - No,1 - No contesto
"44130,34568",De 45 a 54 anys,Home,1 - Menys de 2 anys,ESEIAAT,732/OE,No ho sé,0,2 - Si,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,2 - Si,4 - Acadèmica,1 - No contesto,2 - Si,2 - Si,0 - No,3 - Si,0 - No contesto,1 - No,,4,,3,3,0 - No,0 - No
"44130,34586",De 45 a 54 anys,Home,4 - Entre 11 i 20 anys,EETAC,0 - No contesto,Tipus T2,0,2 - Si,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,3 - Si,2 - Si,2 - Si,0 - No,3 - Si,0 - No contesto,1 - No,,4,,3,2,0 - No,2 - Si
"44130,34627",De 25 a 34 anys,Home,2 - Entre 2 i 5 anys,ETSECCPB,751/DECA,No ho sé,0,1 - No,2 - Si,2017,4 - Vull fer carrera acadèmica,Lector/a,2018,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,0 - No,2 - Si,3 - Si,0 - No contesto,1 - No,,4,,4,2,2 - Si,2 - Si
"44130,34634",De 35 a 44 anys,Home,4 - Entre 11 i 20 anys,ESEIAAT,758/EPC,No ho sé,1,1 - No,2 - Si,2008,4 - Vull fer carrera acadèmica,Agregat/da,2011,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,2 - Si,0 - No,3 - Si,2 - Màster,1 - No,,2,,4,3,0 - No,2 - Si
"44130,34646",De 45 a 54 anys,Home,4 - Entre 11 i 20 anys,0 - No contesto,0 - No contesto,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,0 - No,1 - No contesto,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,4,,4,4,1 - No contesto,1 - No contesto
"44130,34689",De 35 a 44 anys,Home,2 - Entre 2 i 5 anys,ETSEIB,748/FIS,Tipus T1,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,2 - Si,4 - Acadèmica,1 - No contesto,2 - Si,2 - Si,0 - No,3 - Si,0 - No contesto,1 - No,,3,,4,4,1 - No contesto,2 - Si
"44130,34704",De 25 a 34 anys,Home,1 - Menys de 2 anys,ESEIAAT,715/EIO,Tipus T1,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,0 - No,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,4,,3,3,2 - Si,2 - Si
"44130,34733",De 35 a 44 anys,Home,2 - Entre 2 i 5 anys,ETSEIB,710/EEL,Tipus T1,1,1 - No,2 - Si,2017,4 - Vull fer carrera acadèmica,Lector/a,2017,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,0 - No,2 - Si,2 - Depèn,2 - Màster,1 - No,,3,,1,1,1 - No contesto,2 - Si
"44130,34734",De 55 a 60 anys,Home,2 - Entre 2 i 5 anys,ESEIAAT,712/EM,Tipus T2,0,2 - Si,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,1 - No contesto,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,1,,3,2,1 - No contesto,1 - No contesto
"44130,3478",De 25 a 34 anys,Home,1 - Menys de 2 anys,ESEIAAT,748/FIS,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,0 - No,0 - No,2 - Si,0 - No,2 - Depèn,1 - Grau,1 - No,,2,,4,3,0 - No,1 - No contesto
"44130,34867",De 45 a 54 anys,Home,4 - Entre 11 i 20 anys,ESEIAAT,712/EM,Tipus T2,0,1 - No,2 - Si,2012,4 - Vull fer carrera acadèmica,Col·laborador/a,2005,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,2 - Si,0 - No,2 - Depèn,1 - Grau,1 - No,,3,,1,2,2 - Si,2 - Si
"44130,3487",De 55 a 60 anys,Dona,4 - Entre 11 i 20 anys,EEBE,707/ESAII,Tipus T1,0,1 - No,2 - Si,1999,1- Realització personal,Cap,0 - No contesto,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,0 - No,2 - Si,2 - Depèn,0 - No contesto,2 - Si,,2,,2,4,2 - Si,2 - Si
"44130,34908",De 25 a 34 anys,Home,3 - Entre 6 i 10 anys,EEBE,732/OE,Tipus T2,0,2 - Si,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,3 - Si,0 - No,2 - Si,0 - No,3 - Si,1 - Grau,1 - No,,4,,3,2,1 - No contesto,2 - Si
"44130,34951",De 25 a 34 anys,Home,1 - Menys de 2 anys,ETSAB,752/RA,Tipus T1,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,0 - No,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,4,,1,4,1 - No contesto,2 - Si
"44130,34963",De 25 a 34 anys,Home,1 - Menys de 2 anys,EETAC,748/FIS,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,3 - Si,2 - Si,2 - Si,1 - No contesto,2 - Depèn,0 - No contesto,1 - No,,4,,4,3,2 - Si,1 - No contesto
"44130,35028",De 25 a 34 anys,Dona,2 - Entre 2 i 5 anys,"ETSAB, ETSAV",740/UOT,Tipus T1,0,1 - No,2 - Si,2017,0 - No contesto,Lector/a,2018,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,0 - No,1 - No contesto,3 - Si,1 - Grau,1 - No,,2,,1,1,2 - Si,2 - Si
"44130,35032",De 25 a 34 anys,Home,1 - Menys de 2 anys,ESEIAAT,749/MAT,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,0 - No,0 - No,2 - Si,0 - No,2 - Depèn,1 - Grau,1 - No,,3,,4,1,0 - No,0 - No
"44130,35072",De 35 a 44 anys,Home,1 - Menys de 2 anys,ETSECCPB,751/DECA,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,2 - Si,1 - Personal,1 - No contesto,1 - No contesto,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,0 - No contesto,,4,4,1 - No contesto,1 - No contesto
"44130,35124",De 35 a 44 anys,Home,1 - Menys de 2 anys,FIB,701/AC,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,3 - Si,2 - Si,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,3,,3,3,2 - Si,2 - Si
"44130,35145",De 35 a 44 anys,Home,2 - Entre 2 i 5 anys,FOOT,731/OO,Tipus T1,0,1 - No,2 - Si,2012,4 - Vull fer carrera acadèmica,"Lector/a, Agregat/da",2018,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,0 - No,2 - Si,3 - Si,0 - No contesto,1 - No,,1,,1,1,2 - Si,2 - Si
"44130,35154",De 45 a 54 anys,Home,2 - Entre 2 i 5 anys,EPSEM,750/EMIT,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,2 - Si,4 - Acadèmica,1 - No contesto,2 - Si,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,4,,4,2,0 - No,1 - No contesto
"44130,35179",De 45 a 54 anys,Home,3 - Entre 6 i 10 anys,"ESEIAAT, ETSEIB, EEBE",717/DEGD,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,0 - No,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,4,,2,3,1 - No contesto,1 - No contesto
"44130,35207",De 35 a 44 anys,Home,2 - Entre 2 i 5 anys,ETSAB,740/UOT,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,3 - Si,0 - No,2 - Si,0 - No,2 - Depèn,2 - Màster,1 - No,,3,,4,3,0 - No,2 - Si
"44130,3532",Més de 60 anys,Dona,1 - Menys de 2 anys,FOOT,731/OO,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,0 - No,0 - No,2 - Si,0 - No,0 - No,0 - No contesto,1 - No,,2,,4,3,1 - No contesto,1 - No contesto
"44130,35335",De 45 a 54 anys,Home,2 - Entre 2 i 5 anys,FIB,747/ESSI,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,0 - No,0 - No,2 - Si,0 - No,0 - No,0 - No contesto,1 - No,,3,,3,3,0 - No,2 - Si
"44130,35397",De 35 a 44 anys,Dona,1 - Menys de 2 anys,ETSAB,753/TA,No ho sé,1,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,3 - Si,2 - Si,2 - Si,1 - No contesto,3 - Si,0 - No contesto,1 - No,,3,,3,3,1 - No contesto,1 - No contesto
"44130,35489",De 25 a 34 anys,Home,2 - Entre 2 i 5 anys,ETSETB,724/MMT,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,1 - No contesto,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,4,,4,4,0 - No,1 - No contesto
"44130,35516",De 45 a 54 anys,Home,4 - Entre 11 i 20 anys,EPSEB,732/OE,Tipus T2,1,1 - No,2 - Si,2008,4 - Vull fer carrera acadèmica,Cap,0 - No contesto,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,2 - Si,0 - No,3 - Si,1 - Grau,1 - No,,4,,3,4,2 - Si,2 - Si
"44130,35536",De 45 a 54 anys,Home,4 - Entre 11 i 20 anys,FIB,723/CS,Tipus T2,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,2 - Si,4 - Acadèmica,1 - No contesto,2 - Si,2 - Si,0 - No,3 - Si,0 - No contesto,1 - No,,4,,2,1,2 - Si,2 - Si
"44130,35557",De 35 a 44 anys,Home,4 - Entre 11 i 20 anys,EPSEB,753/TA,Tipus T2,1,2 - Si,2 - Si,2012,4 - Vull fer carrera acadèmica,Cap,0 - No contesto,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,0 - No,2 - Si,3 - Si,1 - Grau,1 - No,,2,,3,2,2 - Si,2 - Si
"44130,35564",De 35 a 44 anys,Home,2 - Entre 2 i 5 anys,EEBE,712/EM,No ho sé,0,2 - Si,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,2 - Si,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,3,,2,2,1 - No contesto,1 - No contesto
"44130,35585",De 45 a 54 anys,Dona,3 - Entre 6 i 10 anys,"EEBE, ESAB, CSIF",749/MAT,Tipus T3,1,1 - No,2 - Si,2015,4 - Vull fer carrera acadèmica,Lector/a,2017,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,0 - No,2 - Si,2 - Depèn,0 - No contesto,1 - No,,3,,1,1,1 - No contesto,1 - No contesto
"44130,35627",De 35 a 44 anys,Dona,2 - Entre 2 i 5 anys,"ETSEIB, FIB",707/ESAII,Tipus T1,1,2 - Si,2 - Si,2013,4 - Vull fer carrera acadèmica,Cap,0 - No contesto,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,3,,3,2,1 - No contesto,2 - Si
"44130,3563",De 45 a 54 anys,Dona,4 - Entre 11 i 20 anys,"ETSAB, FOOT",753/TA,Tipus T1,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,2 - Si,4 - Acadèmica,1 - No contesto,2 - Si,0 - No,1 - No contesto,2 - Depèn,2 - Màster,2 - Si,,4,,3,2,1 - No contesto,2 - Si
"44130,35652",De 45 a 54 anys,Home,1 - Menys de 2 anys,EEBE,710/EEL,No ho sé,0,1 - No,2 - Si,2009,4 - Vull fer carrera acadèmica,"Lector/a, Agregat/da, Contractat/da doctor/a",2017,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,2 - Si,0 - No,2 - Depèn,1 - Grau,1 - No,,3,,1,2,0 - No,1 - No contesto
"44130,35665",De 25 a 34 anys,Home,2 - Entre 2 i 5 anys,EETAC,748/FIS,Tipus T1,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,2 - Si,4 - Acadèmica,1 - No contesto,2 - Si,0 - No,2 - Si,3 - Si,1 - Grau,1 - No,,4,,1,1,0 - No,1 - No contesto
"44130,35681",De 25 a 34 anys,Home,2 - Entre 2 i 5 anys,ESEIAAT,717/DEGD,No ho sé,0,2 - Si,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,0 - No,0 - No,2 - Si,0 - No,0 - No,0 - No contesto,1 - No,,4,,4,4,1 - No contesto,1 - No contesto
"44130,35695",De 35 a 44 anys,Home,2 - Entre 2 i 5 anys,ETSAB,0 - No contesto,No ho sé,0,1 - No,2 - Si,2013,4 - Vull fer carrera acadèmica,Lector/a,2016,1 - No contesto,0 - No contesto,1 - No contesto,1 - No contesto,2 - Si,0 - No,3 - Si,3 - Grau i Màster,1 - No,,2,,2,2,1 - No contesto,1 - No contesto
"44130,35729",De 35 a 44 anys,Home,4 - Entre 11 i 20 anys,EEBE,729/MF,Tipus T2,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,1 - No contesto,2 - Si,0 - No,2 - Depèn,2 - Màster,1 - No,,3,,1,3,2 - Si,2 - Si
"44130,35781",De 25 a 34 anys,Home,1 - Menys de 2 anys,ESEIAAT,748/FIS,Tipus T1,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,0 - No,1 - No contesto,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,3,,4,2,1 - No contesto,2 - Si
"44130,35801",De 45 a 54 anys,Home,1 - Menys de 2 anys,EEBE,749/MAT,No ho sé,0,1 - No,2 - Si,2005,4 - Vull fer carrera acadèmica,Cap,0 - No contesto,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,4,,3,3,1 - No contesto,2 - Si
"44130,35801",De 25 a 34 anys,Home,2 - Entre 2 i 5 anys,"ETSAB, ETSAV",752/RA,Tipus T1,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,3 - Si,2 - Si,2 - Si,0 - No,3 - Si,0 - No contesto,1 - No,,4,,4,4,0 - No,1 - No contesto
"44130,35811",De 55 a 60 anys,Home,5 - Més de 20 anys,ETSAB,735/PA,Tipus T2,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,3 - Si,2 - Si,2 - Si,0 - No,0 - No,1 - Grau,2 - Si,,1,,2,2,2 - Si,2 - Si
"44130,3583",De 55 a 60 anys,Home,4 - Entre 11 i 20 anys,ETSAV,735/PA,Tipus T2,0,1 - No,2 - Si,2015,1- Realització personal,Lector/a,2016,1 - No contesto,0 - No contesto,1 - No contesto,0 - No,2 - Si,0 - No,2 - Depèn,1 - Grau,1 - No,,1,,1,2,2 - Si,2 - Si
"44130,35947",De 25 a 34 anys,Dona,2 - Entre 2 i 5 anys,ESEIAAT,713/EQ,No ho sé,1,1 - No,2 - Si,2015,4 - Vull fer carrera acadèmica,"Lector/a, Agregat/da",2020,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,0 - No,2 - Si,3 - Si,0 - No contesto,1 - No,,4,,2,1,1 - No contesto,2 - Si
"44130,35989",De 35 a 44 anys,Home,3 - Entre 6 i 10 anys,ETSECCPB,751/DECA,No ho sé,0,1 - No,2 - Si,2008,4 - Vull fer carrera acadèmica,Agregat/da,2018,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,2 - Si,2 - Si,3 - Si,0 - No contesto,1 - No,,1,,1,1,2 - Si,2 - Si
"44130,36049",De 25 a 34 anys,Home,3 - Entre 6 i 10 anys,ETSEIB,712/EM,Tipus T1,0,2 - Si,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,1 - No contesto,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,2,,4,3,0 - No,2 - Si
"44130,36052",De 45 a 54 anys,Home,5 - Més de 20 anys,EPSEB,753/TA,Tipus T1,0,2 - Si,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,2 - Si,4 - Acadèmica,1 - No contesto,1 - No contesto,2 - Si,0 - No,2 - Depèn,1 - Grau,2 - Si,,1,,1,2,0 - No,2 - Si
"44130,36057",De 45 a 54 anys,Home,3 - Entre 6 i 10 anys,ETSAB,735/PA,Tipus T2,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,0 - No,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,2,,4,3,2 - Si,2 - Si
"44130,36076",De 35 a 44 anys,Dona,4 - Entre 11 i 20 anys,EPSEB,753/TA,Tipus T2,0,2 - Si,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,1 - No contesto,1 - No contesto,0 - No,2 - Depèn,0 - No contesto,2 - Si,,0 - No contesto,,4,4,0 - No,1 - No contesto
"44130,36126",De 55 a 60 anys,Home,2 - Entre 2 i 5 anys,ETSAB,735/PA,Tipus T1,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,0 - No,0 - No,2 - Si,0 - No,2 - Depèn,1 - Grau,1 - No,,3,,4,2,0 - No,2 - Si
"44130,36164",De 25 a 34 anys,Dona,2 - Entre 2 i 5 anys,ETSAB,0 - No contesto,No ho sé,0,2 - Si,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,1 - No contesto,2 - Si,0 - No,2 - Depèn,2 - Màster,1 - No,,1,,1,1,0 - No,2 - Si
"44130,36204",De 25 a 34 anys,Home,2 - Entre 2 i 5 anys,FIB,747/ESSI,No ho sé,0,1 - No,2 - Si,2017,4 - Vull fer carrera acadèmica,Lector/a,2018,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,0 - No,2 - Si,1 - No contesto,0 - No contesto,1 - No,,3,,1,1,1 - No contesto,1 - No contesto
"44130,36221",De 45 a 54 anys,Dona,4 - Entre 11 i 20 anys,"ETSAB, ETSAV, ESAB",735/PA,Tipus T2,1,2 - Si,2 - Si,2015,4 - Vull fer carrera acadèmica,Lector/a,2018,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,2 - Si,0 - No,3 - Si,0 - No contesto,1 - No,,3,,2,1,1 - No contesto,2 - Si
"44130,36223",De 35 a 44 anys,Home,3 - Entre 6 i 10 anys,ETSEIB,737/RMEE,Tipus T1,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,2 - Si,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,4,,2,2,2 - Si,2 - Si
"44130,36234",De 35 a 44 anys,Home,2 - Entre 2 i 5 anys,FIB,747/ESSI,Tipus T1,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,0 - No,0 - No,2 - Si,0 - No,0 - No,0 - No contesto,1 - No,,3,,4,3,0 - No,0 - No
"44130,36269",De 45 a 54 anys,Home,3 - Entre 6 i 10 anys,ETSECCPB,751/DECA,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,3 - Si,0 - No,2 - Si,0 - No,0 - No,0 - No contesto,1 - No,,4,,4,3,0 - No,0 - No
"44130,36272",De 25 a 34 anys,Home,2 - Entre 2 i 5 anys,ESEIAAT,748/FIS,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,0 - No,2 - Si,0 - No,0 - No,2 - Màster,1 - No,,4,,4,3,1 - No contesto,2 - Si
"44130,36332",De 55 a 60 anys,Home,4 - Entre 11 i 20 anys,ETSAV,735/PA,Tipus T2,1,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,1 - No contesto,2 - Si,0 - No,2 - Depèn,3 - Grau i Màster,1 - No,,4,,4,4,1 - No contesto,1 - No contesto
"44130,36338",De 35 a 44 anys,Home,1 - Menys de 2 anys,ETSEIB,713/EQ,Tipus T1,0,1 - No,2 - Si,2014,4 - Vull fer carrera acadèmica,Lector/a,2019,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,2 - Si,1 - No contesto,2 - Depèn,0 - No contesto,1 - No,,3,,2,2,0 - No,2 - Si
"44130,36397",De 25 a 34 anys,Dona,2 - Entre 2 i 5 anys,ETSEIB,713/EQ,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,0 - No,2 - Si,2 - Si,0 - No,2 - Depèn,2 - Màster,1 - No,,3,,4,4,0 - No,0 - No
"44130,36405",De 25 a 34 anys,Dona,2 - Entre 2 i 5 anys,ETSETB,707/ESAII,Tipus T1,0,1 - No,2 - Si,2017,1- Realització personal,Lector/a,2019,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,0 - No,2 - Si,1 - No contesto,2 - Màster,2 - Si,,1,,2,1,2 - Si,2 - Si
"44130,36408",De 25 a 34 anys,Home,2 - Entre 2 i 5 anys,EEBE,712/EM,No ho sé,1,2 - Si,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,2 - Si,4 - Acadèmica,1 - No contesto,2 - Si,0 - No,2 - Si,3 - Si,1 - Grau,2 - Si,,1,,3,1,1 - No contesto,1 - No contesto
"44130,3646",De 25 a 34 anys,Dona,2 - Entre 2 i 5 anys,ETSAB,756/THATC,No ho sé,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,2 - Si,4 - Acadèmica,1 - No contesto,2 - Si,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,2,,2,2,2 - Si,1 - No contesto
"44130,36466",De 35 a 44 anys,Home,2 - Entre 2 i 5 anys,"ESEIAAT, ETSEIB, EEBE",748/FIS,No ho sé,0,1 - No,2 - Si,2014,4 - Vull fer carrera acadèmica,Cap,0 - No contesto,1 - No contesto,0 - No contesto,1 - No contesto,2 - Si,0 - No,2 - Si,3 - Si,0 - No contesto,1 - No,,1,,1,1,1 - No contesto,2 - Si
"44130,36469",De 55 a 60 anys,Home,4 - Entre 11 i 20 anys,ETSAB,735/PA,Tipus T2,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,0 - No,2 - Si,0 - No,2 - Depèn,0 - No contesto,1 - No,,3,,3,3,2 - Si,2 - Si
"44130,36493",De 45 a 54 anys,Home,4 - Entre 11 i 20 anys,ETSAB,0 - No contesto,Tipus T1,0,1 - No,1 - No,0 - No contesto,0 - No contesto,0 - No contesto,0 - No contesto,0 - No,0 - No contesto,2 - Potser,0 - No,2 - Si,0 - No,2 - Depèn,1 - Grau,1 - No,,3,,1,3,0 - No,2 - Si
